Hotel Name,City,State,Nearest Airport 1,Distance to Airport 1 (miles),Nearest Airport 2,Distance to Airport 2 (miles),Nearest Airport 3,Distance to Airport 3 (miles),Average Price per Night (USD),Cab Service Name,Hospital Name,Nearest Airport 1,Distance to Airport 1 (miles),Nearest Airport 2,Distance to Airport 2 (miles),Nearest Airport 3,Distance to Airport 3 (miles)
Sapphire Hotel,Miami,FL,MIA,3,FLL,44.9,PBI,11.1,211.63,TopRide Taxi,Riverfront Medical Center,MIA,25.2,FLL,11.1,PBI,15.7
Palm Grove Hotel,Miami,FL,MIA,37.4,FLL,28.1,PBI,39,129.06,Yellow Cab,St. Mary's Hospital,JFK,13.3,LGA,15.8,EWR,38
Garden Court Hotel,Miami,FL,MIA,31.4,FLL,18.8,PBI,30.3,206.07,Comfort Ride,Central Clinic,JFK,38,LGA,24.9,EWR,42.6
Central Park Inn,Miami,FL,MIA,23.1,FLL,23.8,PBI,1,115.06,City Cab,Northside Hospital,JFK,40.6,LGA,26.6,EWR,35.5
Palm Grove Hotel,Miami,FL,MIA,27.3,FLL,15.2,PBI,40.2,238.99,Alpha Cab,Southern Health Clinic,JFK,13,LGA,0.5,EWR,36.8
Lakeside Inn,Miami,FL,MIA,38.1,FLL,4.4,PBI,6.9,201.11,Golden Cab,West End Hospital,JFK,20.7,LGA,47.1,EWR,16.8
Lakeside Inn,New York,NY,JFK,11.7,LGA,18.9,EWR,23.9,255.32,Metro Taxi,City Medical Center,JFK,49.9,LGA,20.3,EWR,16.4
Maple Leaf Lodge,New York,NY,JFK,7,LGA,7.8,EWR,10.7,213.22,Town Car Service,Urban Health Clinic,JFK,7.2,LGA,39,EWR,8.1
Ocean View Hotel,New York,NY,JFK,43.8,LGA,35.2,EWR,23.7,138.95,Reliable Rides,Harbor Hospital,JFK,5.2,LGA,34.1,EWR,13.7
Riverfront Hotel,New York,NY,JFK,2.2,LGA,37.6,EWR,44.6,236.84,Comfort Ride,Main Street Medical Center,JFK,33.2,LGA,14.9,EWR,9.9
Coastal Breeze Hotel,New York,NY,JFK,25.1,LGA,44.4,EWR,37.2,272.78,First Choice Taxi,Northeast Medical Center,JFK,25.5,LGA,39,EWR,37.4
Bay Area Hotel,New York,NY,JFK,27,LGA,41.8,EWR,29.1,105.42,Speedy Taxi,Green Valley Hospital,JFK,32.1,LGA,48.2,EWR,28.2
Golden Gate Hotel,New York,NY,JFK,42.7,LGA,6.8,EWR,22.4,110.5,TopRide Taxi,Memorial Hospital,JFK,38.8,LGA,12.5,EWR,44.1
Mountain Peak Lodge,New York,NY,JFK,12.4,LGA,43.8,EWR,36.6,150.82,City Cab,Harbor Hospital,JFK,44.2,LGA,15.5,EWR,47.6
Bay Area Hotel,New York,NY,JFK,22,LGA,8.2,EWR,36.1,288.53,Rapid Cab,Southern Health Clinic,JFK,44.6,LGA,12.2,EWR,27.7
City Center Lodge,New York,NY,JFK,35.7,LGA,1.1,EWR,45,193.55,Reliable Rides,Northeast Medical Center,JFK,9.4,LGA,39.4,EWR,36.2
Harbor View Hotel,New York,NY,JFK,23.4,LGA,19.3,EWR,36.6,149.11,Town Car Service,Riverfront Medical Center,JFK,41,LGA,18.1,EWR,36.8
Harbor View Hotel,New York,NY,JFK,4.3,LGA,45.5,EWR,22,212.51,Town Car Service,Sunrise Hospital,JFK,48.9,LGA,7.2,EWR,41
Crystal Waters Hotel,New York,NY,JFK,29.3,LGA,10.5,EWR,49.5,127.76,Metro Taxi,West End Hospital,JFK,33.4,LGA,16.6,EWR,33
Metro Inn,New York,NY,JFK,14,LGA,28,EWR,43.4,140.95,City Cab,Pine Valley Hospital,JFK,31.7,LGA,31.3,EWR,12.4
Skyline Suites,New York,NY,JFK,27.4,LGA,11.5,EWR,42.9,252.58,Speedy Taxi,Eastside Medical Center,JFK,45.7,LGA,23.7,EWR,47.9
Maple Leaf Lodge,New York,NY,JFK,47,LGA,6.6,EWR,26.1,276.6,BlueLine Taxi,Mountain View Hospital,JFK,25.4,LGA,18.4,EWR,49.8
Golden Gate Hotel,New York,NY,JFK,8.2,LGA,48,EWR,1.2,153.03,BlueLine Taxi,Harbor Hospital,JFK,45.7,LGA,1.1,EWR,38.4
Emerald Isle Hotel,New York,NY,JFK,12.9,LGA,21.6,EWR,3.8,225.71,Express Cab,Mountain View Hospital,JFK,14.4,LGA,11.6,EWR,39.1
Lakeside Inn,New York,NY,JFK,21.4,LGA,34.8,EWR,26.2,229.98,Royal Cab,Regional Medical Center,JFK,41.1,LGA,12.4,EWR,3.3
Lakeside Inn,New York,NY,JFK,28.5,LGA,27.2,EWR,42.3,118.67,Urban Cabs,Green Valley Hospital,JFK,16.3,LGA,44.7,EWR,20.8
Central Park Inn,New York,NY,JFK,41.9,LGA,10.9,EWR,34.5,211.6,Golden Cab,Urban Health Clinic,JFK,22.1,LGA,34.6,EWR,4.8
Riverfront Hotel,New York,NY,JFK,22.6,LGA,43.7,EWR,30.5,232.52,Comfort Ride,Memorial Hospital,JFK,44.5,LGA,6.1,EWR,18.8
Capitol Stay,New York,NY,JFK,30.6,LGA,12.3,EWR,1.7,135.12,Reliable Rides,Downtown Medical Center,JFK,24.7,LGA,15.5,EWR,1.3
Ocean View Hotel,New York,NY,JFK,22.2,LGA,22.4,EWR,15.4,162.16,Urban Cabs,Central Clinic,JFK,7.8,LGA,40.8,EWR,41.6
Garden Court Hotel,New York,NY,JFK,2.2,LGA,43.6,EWR,19.5,129.91,Eagle Taxi,City Medical Center,JFK,3.3,LGA,2.2,EWR,37.7
Sapphire Hotel,New York,NY,JFK,33.6,LGA,35.6,EWR,10.5,263.99,BlueLine Taxi,Northside Hospital,JFK,28.7,LGA,19.4,EWR,49.3
Central Park Inn,New York,NY,JFK,22.7,LGA,15.7,EWR,31.4,109.06,Reliable Rides,Green Valley Hospital,JFK,39.2,LGA,45.7,EWR,9
Emerald Isle Hotel,New York,NY,JFK,12.6,LGA,14,EWR,46.6,137.76,Urban Cabs,City Health Clinic,JFK,44.5,LGA,37.9,EWR,23.2
Maple Leaf Lodge,New York,NY,JFK,17.8,LGA,1.6,EWR,35.3,170.64,Express Cab,Pine Valley Hospital,JFK,24.8,LGA,24.9,EWR,43.4
Bay Area Hotel,New York,NY,JFK,8.9,LGA,0.9,EWR,7.1,281.38,Premier Rides,Green Valley Hospital,JFK,25.3,LGA,35.6,EWR,9.6
Mountain Peak Lodge,New York,NY,JFK,39.9,LGA,31.5,EWR,30.8,138.47,Best Taxi,Coastal Health Center,JFK,25.1,LGA,37.5,EWR,39
Grand Plaza,New York,NY,JFK,23.5,LGA,34.8,EWR,29.5,226.32,Royal Cab,Pine Valley Hospital,JFK,1.4,LGA,39.7,EWR,46.7
Pine Tree Inn,New York,NY,JFK,35.7,LGA,0.8,EWR,48.4,223.02,Quick Ride,Northside Hospital,JFK,37.4,LGA,42.7,EWR,40.2
Metro Inn,New York,NY,JFK,8.5,LGA,29.1,EWR,32.3,265.56,Premier Rides,Urban Health Clinic,JFK,41,LGA,25.3,EWR,11.5
Coastal Breeze Hotel,New York,NY,JFK,49.1,LGA,41,EWR,32,273.43,Rapid Cab,Lakeside Medical Center,JFK,42.5,LGA,43.5,EWR,3.6
Garden Court Hotel,New York,NY,JFK,29.9,LGA,48.6,EWR,0.8,240.03,TopRide Taxi,St. Mary's Hospital,JFK,49.9,LGA,46.5,EWR,30.9
Grand Plaza,New York,NY,JFK,20.7,LGA,7.1,EWR,30.6,265.65,Green Cab,Lakeside Medical Center,JFK,23.2,LGA,38.3,EWR,17.1
Skyline Suites,New York,NY,JFK,7.9,LGA,30.9,EWR,39.5,149.49,Yellow Cab,General Hospital,JFK,2.4,LGA,23.6,EWR,11.7
Garden Court Hotel,New York,NY,JFK,14.9,LGA,40.2,EWR,35.3,102.07,Alpha Cab,City Medical Center,JFK,49.2,LGA,1.8,EWR,48.5
Crystal Waters Hotel,New York,NY,JFK,39.2,LGA,35.1,EWR,34.1,188.49,BlueLine Taxi,Green Valley Hospital,JFK,46,LGA,20.3,EWR,46
Harbor View Hotel,New York,NY,JFK,33.9,LGA,18.2,EWR,37.1,164.11,Reliable Rides,City Medical Center,JFK,10.5,LGA,8.4,EWR,16.4
Mountain Peak Lodge,New York,NY,JFK,26.9,LGA,45.3,EWR,17.9,285.79,First Choice Taxi,Riverfront Medical Center,JFK,11.1,LGA,39.8,EWR,2
Golden Gate Hotel,New York,NY,JFK,48,LGA,21.2,EWR,35.7,168.76,First Choice Taxi,Southern Health Clinic,JFK,14,LGA,42,EWR,28.4
Sapphire Hotel,New York,NY,JFK,41.6,LGA,31.2,EWR,3.9,175.21,Rapid Cab,City Medical Center,JFK,42.2,LGA,4.6,EWR,38.7
Central Park Inn,New York,NY,JFK,41.6,LGA,17.6,EWR,48.2,181.99,Metro Taxi,Memorial Hospital,JFK,25.3,LGA,19.1,EWR,12.7
Harbor View Hotel,New York,NY,JFK,35.2,LGA,40,EWR,44.4,251.23,City Cab,Central Clinic,JFK,37.6,LGA,39.8,EWR,12.6
City Center Lodge,New York,NY,JFK,14.9,LGA,6,EWR,19.6,217.77,Quick Ride,Sunrise Hospital,JFK,41.7,LGA,6.9,EWR,34.5
Garden Court Hotel,New York,NY,JFK,37.3,LGA,10.1,EWR,33.2,178.09,Liberty Taxi,Community Hospital,JFK,49.3,LGA,30.4,EWR,24.5
Crystal Waters Hotel,New York,NY,JFK,43,LGA,13.4,EWR,21.4,231.55,Best Taxi,Downtown Medical Center,JFK,42.6,LGA,18.3,EWR,19.4
Palm Grove Hotel,New York,NY,JFK,14.7,LGA,25.2,EWR,13.8,132,Yellow Cab,St. Mary's Hospital,JFK,12.7,LGA,42.6,EWR,27.4
Lakeside Inn,New York,NY,JFK,42,LGA,36.7,EWR,12,240.42,Urban Cabs,Northeast Medical Center,JFK,36.1,LGA,15.9,EWR,37.4
Urban Retreat,New York,NY,JFK,4.2,LGA,32.4,EWR,45.4,153.8,BlueLine Taxi,Eastside Medical Center,JFK,22.8,LGA,19.3,EWR,9.8
Mountain Peak Lodge,New York,NY,JFK,1.7,LGA,48.1,EWR,2.7,148.75,Express Cab,Memorial Hospital,JFK,7.3,LGA,20.3,EWR,5.9
Central Park Inn,New York,NY,JFK,38,LGA,6.2,EWR,4.5,116.47,Urban Cabs,Pine Valley Hospital,JFK,27.3,LGA,48.3,EWR,44.5
Ocean View Hotel,New York,NY,JFK,44.2,LGA,30.4,EWR,2.3,232.41,Alpha Cab,Harbor Hospital,JFK,23.7,LGA,20.5,EWR,37.6
Palm Grove Hotel,New York,NY,JFK,23.6,LGA,12,EWR,41,223.41,Express Cab,St. Mary's Hospital,JFK,18.7,LGA,27.8,EWR,43.5
Emerald Isle Hotel,New York,NY,JFK,40.7,LGA,47.7,EWR,18.7,199.42,Town Car Service,Harbor Hospital,JFK,16.9,LGA,8.1,EWR,16.3
Ocean View Hotel,New York,NY,JFK,16.3,LGA,35.9,EWR,5.8,153.88,Best Taxi,City Health Clinic,JFK,46.7,LGA,47.8,EWR,10.1
Sapphire Hotel,New York,NY,JFK,37.4,LGA,38.4,EWR,19,127.85,Urban Cabs,West End Hospital,JFK,9.2,LGA,36.9,EWR,38.1
Garden Court Hotel,New York,NY,JFK,41.3,LGA,12.6,EWR,43.7,234.69,Sunshine Taxi,Downtown Medical Center,JFK,37.6,LGA,48.3,EWR,7.1
Crystal Waters Hotel,New York,NY,JFK,26.1,LGA,7.1,EWR,3.4,130.63,Express Cab,Main Street Medical Center,JFK,47.6,LGA,26.7,EWR,20.6
Grand Plaza,New York,NY,JFK,47.6,LGA,2.6,EWR,38.5,154.95,Star Taxi,Green Valley Hospital,JFK,32.5,LGA,46.9,EWR,31.3
Grand Plaza,New York,NY,JFK,45.2,LGA,45.1,EWR,30.6,290.19,Golden Cab,Southern Health Clinic,JFK,24.3,LGA,16.1,EWR,35.3
Garden Court Hotel,New York,NY,JFK,18.2,LGA,9.7,EWR,31.1,280.69,Liberty Taxi,Valley Health Center,JFK,1.1,LGA,5.4,EWR,8.4
Riverfront Hotel,New York,NY,JFK,9.8,LGA,3.9,EWR,1.6,127.37,Premier Rides,City Health Clinic,JFK,49.1,LGA,34.5,EWR,46.6
Broadway Hotel,New York,NY,JFK,13.4,LGA,37.9,EWR,30.2,236.25,City Cab,City Health Clinic,JFK,42.6,LGA,11.8,EWR,37.1
Bay Area Hotel,New York,NY,JFK,36.9,LGA,27.2,EWR,12.8,227.63,Speedy Taxi,Harbor Hospital,JFK,48,LGA,16.8,EWR,20.8
Riverfront Hotel,New York,NY,JFK,30.6,LGA,39,EWR,21.5,255.05,Green Cab,Eastside Medical Center,JFK,18.5,LGA,3.9,EWR,12.2
Grand Plaza,New York,NY,JFK,30,LGA,48.3,EWR,13.4,133.84,Urban Cabs,Community Hospital,JFK,34.6,LGA,37.2,EWR,0.6
Metro Inn,New York,NY,JFK,22.4,LGA,2.2,EWR,5.6,284.9,Premier Rides,Pine Valley Hospital,JFK,5.2,LGA,14.8,EWR,19.1
Riverfront Hotel,New York,NY,JFK,23,LGA,35,EWR,28.1,120.91,Royal Cab,City Health Clinic,JFK,36.3,LGA,3.9,EWR,22.9
City Center Lodge,New York,NY,JFK,6.1,LGA,5,EWR,28.8,180.95,First Choice Taxi,City Medical Center,JFK,49.3,LGA,36.4,EWR,37.1
Harbor View Hotel,New York,NY,JFK,13,LGA,12.5,EWR,5.4,247.58,Rapid Cab,General Hospital,JFK,31.1,LGA,27.7,EWR,37.4
Mountain Peak Lodge,New York,NY,JFK,39.3,LGA,14.2,EWR,1.2,169.42,Elite Taxi,Memorial Hospital,JFK,1.5,LGA,20.9,EWR,18.4
Metro Inn,New York,NY,JFK,8,LGA,12.2,EWR,14.3,258.63,TopRide Taxi,Urban Health Clinic,JFK,25.2,LGA,34.2,EWR,22.7
Riverfront Hotel,New York,NY,JFK,45.9,LGA,29.7,EWR,0.9,188.2,Liberty Taxi,Central Clinic,JFK,12,LGA,30.7,EWR,14.1
Pine Tree Inn,New York,NY,JFK,46.1,LGA,42.3,EWR,42.5,155.46,Star Taxi,Downtown Medical Center,JFK,26.7,LGA,35.9,EWR,42.3
Crystal Waters Hotel,New York,NY,JFK,29.9,LGA,45.7,EWR,8.5,281.71,Urban Cabs,Riverfront Medical Center,JFK,32.2,LGA,32.4,EWR,2.7
City Center Lodge,New York,NY,JFK,7.5,LGA,4.4,EWR,38.7,192.98,Liberty Taxi,City Health Clinic,JFK,25.6,LGA,40.5,EWR,12.9
Bay Area Hotel,New York,NY,JFK,24.7,LGA,35.2,EWR,47.2,139.96,Elite Taxi,West End Hospital,JFK,36.7,LGA,36.3,EWR,15
Broadway Hotel,New York,NY,JFK,5.1,LGA,6.7,EWR,33.1,211.75,Royal Cab,City Medical Center,JFK,46.3,LGA,7,EWR,48.6
Ocean View Hotel,New York,NY,JFK,48.1,LGA,20.8,EWR,24.3,163.39,Express Cab,West End Hospital,JFK,9.4,LGA,45.4,EWR,34.5
Bay Area Hotel,New York,NY,JFK,37.1,LGA,33.6,EWR,3.9,115.64,City Cab,City Health Clinic,JFK,5.9,LGA,27.1,EWR,27.2
Skyline Suites,New York,NY,JFK,5.3,LGA,13.5,EWR,16.3,180.97,First Choice Taxi,General Hospital,JFK,8.7,LGA,49.8,EWR,38.5
Coastal Breeze Hotel,New York,NY,JFK,3.3,LGA,27.3,EWR,10.4,177.22,Quick Ride,Southern Health Clinic,JFK,29.3,LGA,13.4,EWR,30.9
Crystal Waters Hotel,New York,NY,JFK,43.5,LGA,35.4,EWR,34.9,145.3,BlueLine Taxi,City Medical Center,JFK,32.6,LGA,46.4,EWR,9.6
Metro Inn,New York,NY,JFK,36.9,LGA,17.2,EWR,15.8,140.14,Town Car Service,Main Street Medical Center,JFK,10.3,LGA,9.1,EWR,34.8
Riverfront Hotel,New York,NY,JFK,19.1,LGA,4.1,EWR,11.7,233.51,TopRide Taxi,Eastside Medical Center,JFK,5.2,LGA,17.9,EWR,46.2
Capitol Stay,New York,NY,JFK,39.3,LGA,20.8,EWR,11.9,296.44,Royal Cab,Downtown Medical Center,JFK,4.5,LGA,3.3,EWR,28.3
Harbor View Hotel,New York,NY,JFK,34.2,LGA,10.2,EWR,40.7,174.94,BlueLine Taxi,Riverfront Medical Center,JFK,43.3,LGA,31.9,EWR,38.8
Golden Gate Hotel,New York,NY,JFK,13.5,LGA,26.8,EWR,18.1,282.94,Quick Ride,St. Mary's Hospital,JFK,33.8,LGA,40.7,EWR,16.1
Palm Grove Hotel,New York,NY,JFK,29.5,LGA,10.7,EWR,11.5,181.06,Town Car Service,Urban Health Clinic,JFK,30.7,LGA,15.1,EWR,8.9
Maple Leaf Lodge,New York,NY,JFK,17.6,LGA,34.5,EWR,46.1,163.42,Eagle Taxi,Green Valley Hospital,JFK,13.6,LGA,40.6,EWR,10.7
Maple Leaf Lodge,New York,NY,JFK,23.9,LGA,9.1,EWR,34.4,136.69,Elite Taxi,Coastal Health Center,JFK,45.5,LGA,38.3,EWR,25.2
Crystal Waters Hotel,New York,NY,JFK,13.8,LGA,5.2,EWR,42.8,275.34,City Cab,Regional Medical Center,SEA,31.9,PAE,14.9,BFI,1.5
Sapphire Hotel,New York,NY,JFK,27.4,LGA,46.9,EWR,5.2,273.37,Eagle Taxi,Lakeside Medical Center,SEA,26.2,PAE,4.5,BFI,27.8
Riverfront Hotel,New York,NY,JFK,2.7,LGA,0.6,EWR,31.2,137.82,City Cab,Pine Valley Hospital,SEA,12.5,PAE,41.5,BFI,26.9
Lakeside Inn,New York,NY,JFK,40.9,LGA,20.5,EWR,25.9,250.66,Urban Cabs,Main Street Medical Center,SEA,19.1,PAE,45.1,BFI,43.9
Mountain Peak Lodge,New York,NY,JFK,30.8,LGA,2.2,EWR,5.1,101.53,Golden Cab,Regional Medical Center,SEA,31.1,PAE,39.9,BFI,47.5
Mountain Peak Lodge,New York,NY,JFK,27.5,LGA,19.2,EWR,45.8,235.43,Royal Cab,Pine Valley Hospital,SEA,14.5,PAE,37.4,BFI,8.7
Golden Gate Hotel,New York,NY,JFK,10.7,LGA,2.1,EWR,47.8,214.06,First Choice Taxi,Northeast Medical Center,SEA,16,PAE,30.7,BFI,7.3
Harbor View Hotel,New York,NY,JFK,21.5,LGA,9.1,EWR,9.4,220.43,Express Cab,City Health Clinic,SEA,10,PAE,11.7,BFI,12.9
Urban Retreat,New York,NY,JFK,31.9,LGA,32.6,EWR,17.1,293,Green Cab,Riverfront Medical Center,SEA,41.8,PAE,21.8,BFI,25.6
Riverfront Hotel,New York,NY,JFK,14,LGA,3.6,EWR,21.1,227.85,Reliable Rides,Regional Medical Center,SEA,37,PAE,44.8,BFI,31.8
Riverfront Hotel,New York,NY,JFK,38.6,LGA,8.4,EWR,13.2,200.5,Sunshine Taxi,Eastside Medical Center,SEA,9.9,PAE,45.3,BFI,38.1
Desert Resort,Seattle,WA,SEA,23.2,PAE,45.6,BFI,21.1,284.64,Star Taxi,Northside Hospital,SEA,14.9,PAE,18.4,BFI,47.8
Urban Retreat,Seattle,WA,SEA,19.2,PAE,19.2,BFI,49.6,281.24,First Choice Taxi,Urban Health Clinic,SEA,15.7,PAE,45.6,BFI,2.4
Pine Tree Inn,Seattle,WA,SEA,12.4,PAE,44.2,BFI,34.7,227.27,Premier Rides,Northeast Medical Center,SEA,35.4,PAE,7.5,BFI,16.2
Golden Gate Hotel,Seattle,WA,SEA,15.9,PAE,36.3,BFI,15.4,211.61,Reliable Rides,Sunrise Hospital,SEA,19.1,PAE,17.2,BFI,32.1
Palm Grove Hotel,Seattle,WA,SEA,3.3,PAE,31.2,BFI,42.2,151.54,Alpha Cab,Mountain View Hospital,SEA,10,PAE,24.5,BFI,37.2
Ocean View Hotel,Seattle,WA,SEA,6.8,PAE,47.5,BFI,9.9,191.36,Eagle Taxi,Downtown Medical Center,SEA,11.9,PAE,7.1,BFI,31.8
Sapphire Hotel,Seattle,WA,SEA,5.4,PAE,39.9,BFI,39,133.36,Premier Rides,City Medical Center,SEA,2,PAE,30.5,BFI,24.8
Broadway Hotel,Seattle,WA,SEA,46.5,PAE,33.8,BFI,7,172.75,Sunshine Taxi,Riverfront Medical Center,SEA,3,PAE,48.6,BFI,16.5
Sapphire Hotel,Seattle,WA,SEA,42.1,PAE,3.8,BFI,36.4,179.03,Best Taxi,Northside Hospital,SEA,10.8,PAE,12.2,BFI,26.5
Lakeside Inn,Seattle,WA,SEA,38.6,PAE,18,BFI,20.8,102.03,Royal Cab,St. Mary's Hospital,SEA,32.7,PAE,22,BFI,39.5
Ocean View Hotel,Seattle,WA,SEA,48.1,PAE,29.8,BFI,23.9,223.78,Star Taxi,Urban Health Clinic,SEA,49.7,PAE,19.4,BFI,35
Bay Area Hotel,Seattle,WA,SEA,8.5,PAE,42.7,BFI,8.4,183.35,Green Cab,Sunrise Hospital,SEA,35.7,PAE,23.7,BFI,2.6
Maple Leaf Lodge,Seattle,WA,SEA,47.9,PAE,18.7,BFI,2.1,122.15,Quick Ride,Southern Health Clinic,SEA,3.6,PAE,21.6,BFI,36.4
Sapphire Hotel,Seattle,WA,SEA,7.8,PAE,47.2,BFI,27.7,179.14,City Cab,Central Clinic,SEA,2.7,PAE,48.5,BFI,16.6
Sunset Inn,Seattle,WA,SEA,24.9,PAE,6.8,BFI,35.5,280.47,First Choice Taxi,Pine Valley Hospital,SEA,9.6,PAE,17.9,BFI,19.4
Ocean View Hotel,Seattle,WA,SEA,28.8,PAE,14,BFI,29.9,118.85,Eagle Taxi,Community Hospital,SEA,29.9,PAE,18.1,BFI,30.2
Desert Resort,Seattle,WA,SEA,20.8,PAE,22.1,BFI,5.1,127.21,BlueLine Taxi,Pine Valley Hospital,SEA,23.3,PAE,22.7,BFI,13.9
Bay Area Hotel,Seattle,WA,SEA,46.3,PAE,2.1,BFI,2.8,264.55,Reliable Rides,Eastside Medical Center,SEA,13.5,PAE,27,BFI,29.2
Garden Court Hotel,Seattle,WA,SEA,12.8,PAE,40.4,BFI,47.3,258.69,Alpha Cab,Coastal Health Center,SEA,6.3,PAE,4,BFI,21.4
Lakeside Inn,Seattle,WA,SEA,36.7,PAE,23.4,BFI,14.8,261.22,Reliable Rides,Lakeside Medical Center,SEA,38.3,PAE,48.1,BFI,22.3
Maple Leaf Lodge,Seattle,WA,SEA,46.7,PAE,14.1,BFI,39.3,134.12,Reliable Rides,St. Mary's Hospital,SEA,13,PAE,11.6,BFI,5.5
Bay Area Hotel,Seattle,WA,SEA,27.4,PAE,20.4,BFI,7.3,192.42,Reliable Rides,Community Hospital,SEA,43.2,PAE,11.3,BFI,30
Metro Inn,Seattle,WA,SEA,43.7,PAE,16.3,BFI,27.7,130.19,Elite Taxi,Eastside Medical Center,SEA,41,PAE,49.1,BFI,6.5
Coastal Breeze Hotel,Seattle,WA,SEA,6.9,PAE,32.5,BFI,16.7,155.85,City Cab,Southern Health Clinic,SEA,24.6,PAE,46.2,BFI,37.8
Golden Gate Hotel,Seattle,WA,SEA,45.4,PAE,8.7,BFI,5.1,133.24,Liberty Taxi,Green Valley Hospital,SEA,23.2,PAE,33.4,BFI,36.1
Metro Inn,Seattle,WA,SEA,38.9,PAE,36.9,BFI,20.4,188.98,Reliable Rides,Downtown Medical Center,SEA,35.9,PAE,18.5,BFI,35.7
Pine Tree Inn,Seattle,WA,SEA,14.1,PAE,38.2,BFI,26.8,189.08,Town Car Service,Coastal Health Center,SEA,11.4,PAE,33.7,BFI,19.1
Emerald Isle Hotel,Seattle,WA,SEA,12.4,PAE,34.6,BFI,13,118.87,Comfort Ride,Coastal Health Center,SEA,21.8,PAE,24.7,BFI,39.6
Broadway Hotel,Seattle,WA,SEA,4.7,PAE,10.6,BFI,1.7,232.04,Best Taxi,General Hospital,SEA,39.4,PAE,4.5,BFI,43.3
Central Park Inn,Seattle,WA,SEA,15.7,PAE,47.2,BFI,30.5,206.94,Metro Taxi,Urban Health Clinic,SEA,49.6,PAE,25,BFI,28.8
Ocean View Hotel,Seattle,WA,SEA,17.6,PAE,33.2,BFI,22.4,288.21,First Choice Taxi,Central Clinic,SEA,24.3,PAE,2.6,BFI,48.3
Maple Leaf Lodge,Seattle,WA,SEA,40.5,PAE,15.4,BFI,33.1,137.76,Sunshine Taxi,Pine Valley Hospital,SEA,15.9,PAE,42.1,BFI,3.6
Skyline Suites,Seattle,WA,SEA,0.8,PAE,46.4,BFI,28.3,134.67,Yellow Cab,General Hospital,SEA,27.2,PAE,49.3,BFI,42.3
Maple Leaf Lodge,Seattle,WA,SEA,23.8,PAE,31.5,BFI,24.7,279.44,Premier Rides,Mountain View Hospital,SEA,3,PAE,3.2,BFI,37.8
Grand Plaza,Seattle,WA,SEA,13.3,PAE,45.9,BFI,28.5,223.43,Royal Cab,Green Valley Hospital,SEA,23,PAE,35,BFI,17.7
Ocean View Hotel,Seattle,WA,SEA,43,PAE,35.7,BFI,19.3,222.28,Sunshine Taxi,St. Mary's Hospital,SEA,25.3,PAE,38.3,BFI,20.6
Lakeside Inn,Seattle,WA,SEA,20.8,PAE,43.2,BFI,13.9,245.17,Reliable Rides,Community Hospital,SEA,2.1,PAE,5.6,BFI,6
Maple Leaf Lodge,Seattle,WA,SEA,41.9,PAE,1.4,BFI,35.3,257.87,Best Taxi,Mountain View Hospital,SEA,1.1,PAE,22.7,BFI,47.7
Coastal Breeze Hotel,Seattle,WA,SEA,34.8,PAE,20.3,BFI,18.7,130.15,Best Taxi,West End Hospital,SEA,13.8,PAE,34,BFI,45.4
Capitol Stay,Seattle,WA,SEA,10,PAE,41.5,BFI,3,160.91,Rapid Cab,Lakeside Medical Center,SEA,14,PAE,35.8,BFI,21.1
Golden Gate Hotel,Seattle,WA,SEA,31.2,PAE,12.1,BFI,13.9,247.42,Alpha Cab,General Hospital,SEA,7.9,PAE,25.4,BFI,35.1
Maple Leaf Lodge,Seattle,WA,SEA,37.6,PAE,32.5,BFI,8.4,143.33,Eagle Taxi,Regional Medical Center,SEA,41.8,PAE,48.2,BFI,19.6
Coastal Breeze Hotel,Seattle,WA,SEA,25.4,PAE,16.5,BFI,6.5,145.4,Express Cab,City Health Clinic,SEA,11.1,PAE,28.2,BFI,40.7
Sunset Inn,Seattle,WA,SEA,23.1,PAE,36.3,BFI,18.1,249.55,First Choice Taxi,Memorial Hospital,SEA,36.5,PAE,5.8,BFI,36.7
Emerald Isle Hotel,Seattle,WA,SEA,2.1,PAE,28.2,BFI,10.1,214.82,City Cab,Harbor Hospital,SEA,43.9,PAE,13.8,BFI,22.6
City Center Lodge,Seattle,WA,SEA,10.8,PAE,36.4,BFI,10.1,120.26,Metro Taxi,Green Valley Hospital,SEA,40.7,PAE,47.4,BFI,13.4
Broadway Hotel,Seattle,WA,SEA,15.3,PAE,49.6,BFI,41.6,114.42,Reliable Rides,City Medical Center,SEA,48.5,PAE,9.4,BFI,48.4
Grand Plaza,Seattle,WA,SEA,40.7,PAE,26.4,BFI,29.5,135.98,Alpha Cab,Northside Hospital,SEA,35.3,PAE,33.5,BFI,41.4
Sunset Inn,Seattle,WA,SEA,37.1,PAE,32.4,BFI,43.2,298.61,First Choice Taxi,Lakeside Medical Center,SEA,33.4,PAE,39.5,BFI,10.2
Pine Tree Inn,Seattle,WA,SEA,25.1,PAE,8.8,BFI,46.7,221.06,Sunshine Taxi,Sunrise Hospital,SEA,32.4,PAE,14.3,BFI,44
Palm Grove Hotel,Seattle,WA,SEA,26.7,PAE,20.8,BFI,1.7,125.94,Town Car Service,St. Mary's Hospital,SEA,23.7,PAE,40.9,BFI,27.6
Crystal Waters Hotel,Seattle,WA,SEA,27.8,PAE,4.3,BFI,46.4,113.68,Comfort Ride,Lakeside Medical Center,SEA,1.8,PAE,5.5,BFI,26.3
