Flight Number,Airline,Origin Airport,Destination Airport,Scheduled Departure Time,Actual Departure Time,Scheduled Arrival Time,Actual Arrival Time,Date,Day of the Week,Distance (miles),Weather Conditions,Delay (minutes)
DE4811,Delta,MSP,BOS,2024-05-03 19:15,2024-05-03 21:01,2024-05-03 22:42,2024-05-03 22:47,2024-05-18,Saturday,980,Rain,106
UN9777,United,PHX,BWI,2024-05-28 00:30,2024-05-28 01:59,2024-05-28 04:35,2024-05-28 05:28,2024-05-19,Sunday,1190,Clear,89
SP9172,Spirit,BOS,LAS,2024-05-03 18:52,2024-05-03 21:18,2024-05-04 00:25,2024-05-04 01:19,2024-05-14,Tuesday,1476,Rain,146
FR7186,Frontier,JFK,MSP,2024-05-04 21:56,2024-05-04 22:18,2024-05-04 23:33,2024-05-04 23:20,2024-05-24,Friday,2634,Snow,22
AL2649,Alaska,MIA,CLT,2024-05-03 15:30,2024-05-03 15:59,2024-05-03 16:54,2024-05-03 17:09,2024-05-07,Tuesday,1843,Fog,29
FR371,Frontier,ORD,SEA,2024-05-08 13:09,2024-05-08 15:21,2024-05-08 17:52,2024-05-08 18:18,2024-05-06,Monday,731,Clear,132
SO8543,Southwest,PHL,BWI,2024-05-24 05:45,2024-05-24 08:09,2024-05-24 08:20,2024-05-24 08:23,2024-05-29,Wednesday,1573,Fog,144
JE7977,JetBlue,DEN,FLL,2024-05-13 18:38,2024-05-13 19:37,2024-05-13 21:14,2024-05-13 22:11,2024-05-25,Saturday,1557,Clear,59
SO4875,Southwest,FLL,PHL,2024-05-21 02:38,2024-05-21 03:48,2024-05-21 07:54,2024-05-21 07:47,2024-05-17,Friday,2086,Thunderstorm,70
AL6893,Alaska,DTW,LAS,2024-05-21 23:32,2024-05-22 01:42,2024-05-22 02:25,2024-05-22 03:17,2024-05-01,Wednesday,2830,Clear,130
SO4934,Southwest,SEA,BWI,2024-05-18 23:07,2024-05-19 01:01,2024-05-19 01:03,2024-05-19 01:56,2024-05-18,Saturday,1849,Rain,114
SP7839,Spirit,PHX,BOS,2024-05-26 21:58,2024-05-26 23:02,2024-05-27 02:51,2024-05-27 02:52,2024-05-10,Friday,2798,Clear,64
DE3868,Delta,MCO,PHL,2024-05-04 07:46,2024-05-04 09:54,2024-05-04 11:39,2024-05-04 12:38,2024-05-07,Tuesday,956,Snow,128
UN300,United,ORD,BWI,2024-05-01 05:11,2024-05-01 07:04,2024-05-01 08:43,2024-05-01 09:12,2024-05-11,Saturday,985,Snow,113
UN4914,United,DTW,LAS,2024-05-05 13:02,2024-05-05 14:00,2024-05-05 18:47,2024-05-05 19:14,2024-05-27,Monday,1426,Rain,58
UN2023,United,SFO,ORD,2024-05-28 13:29,2024-05-28 15:10,2024-05-28 19:03,2024-05-28 19:21,2024-05-17,Friday,2296,Clear,101
AL2510,Alaska,BOS,PHL,2024-05-09 08:53,2024-05-09 11:42,2024-05-09 10:10,2024-05-09 10:03,2024-05-26,Sunday,2500,Rain,169
FR6460,Frontier,ORD,JFK,2024-05-16 20:34,2024-05-16 22:43,2024-05-16 23:38,2024-05-17 00:11,2024-05-28,Tuesday,2655,Clear,129
DE8655,Delta,DFW,MSP,2024-05-12 01:03,2024-05-12 01:42,2024-05-12 03:21,2024-05-12 03:25,2024-05-06,Monday,2683,Snow,39
JE4371,JetBlue,MIA,DEN,2024-05-12 10:14,2024-05-12 12:22,2024-05-12 14:49,2024-05-12 14:49,2024-05-16,Thursday,1167,Rain,128
SP7397,Spirit,LAX,MCO,2024-05-01 11:45,2024-05-01 13:12,2024-05-01 15:14,2024-05-01 16:06,2024-05-09,Thursday,804,Snow,87
FR6984,Frontier,BOS,ORD,2024-05-26 17:21,2024-05-26 18:14,2024-05-26 21:40,2024-05-26 22:20,2024-05-17,Friday,2642,Fog,53
AL3623,Alaska,BOS,DTW,2024-05-20 02:05,2024-05-20 04:12,2024-05-20 06:20,2024-05-20 06:41,2024-05-03,Friday,1705,Thunderstorm,127
JE2008,JetBlue,SEA,ATL,2024-05-10 10:39,2024-05-10 12:19,2024-05-10 12:56,2024-05-10 13:16,2024-05-12,Sunday,1774,Rain,100
DE9022,Delta,MIA,PHL,2024-05-12 07:05,2024-05-12 09:38,2024-05-12 09:42,2024-05-12 09:49,2024-05-02,Thursday,2928,Thunderstorm,153
FR9195,Frontier,PHL,CLT,2024-05-29 04:24,2024-05-29 05:55,2024-05-29 05:45,2024-05-29 05:38,2024-05-02,Thursday,1297,Thunderstorm,91
AL8077,Alaska,LAS,IAH,2024-05-03 20:04,2024-05-03 22:29,2024-05-03 22:32,2024-05-03 23:10,2024-05-16,Thursday,510,Thunderstorm,145
SP9183,Spirit,LAX,ATL,2024-05-28 23:38,2024-05-28 23:41,2024-05-29 04:13,2024-05-29 04:53,2024-05-01,Wednesday,1688,Thunderstorm,3
SO1945,Southwest,SFO,LAS,2024-05-01 07:38,2024-05-01 10:00,2024-05-01 11:03,2024-05-01 10:53,2024-05-06,Monday,2260,Fog,142
SO6093,Southwest,DTW,MIA,2024-05-23 01:38,2024-05-23 02:40,2024-05-23 03:26,2024-05-23 03:31,2024-05-09,Thursday,2697,Rain,62
FR4324,Frontier,DFW,DEN,2024-05-12 03:52,2024-05-12 06:22,2024-05-12 07:40,2024-05-12 07:41,2024-05-04,Saturday,1224,Fog,150
SP5032,Spirit,LAS,ATL,2024-05-29 23:57,2024-05-30 02:55,2024-05-30 02:38,2024-05-30 03:20,2024-05-13,Monday,2213,Thunderstorm,178
SP3506,Spirit,FLL,DTW,2024-05-01 19:02,2024-05-01 19:05,2024-05-01 23:21,2024-05-02 00:11,2024-05-19,Sunday,1421,Thunderstorm,3
UN3817,United,JFK,BWI,2024-05-24 02:18,2024-05-24 02:18,2024-05-24 07:46,2024-05-24 07:49,2024-05-15,Wednesday,2503,Snow,0
SO3109,Southwest,LAS,SFO,2024-05-09 06:30,2024-05-09 08:07,2024-05-09 09:16,2024-05-09 09:10,2024-05-13,Monday,728,Clear,97
JE2937,JetBlue,LAS,PHL,2024-05-09 12:30,2024-05-09 13:15,2024-05-09 13:52,2024-05-09 13:56,2024-05-07,Tuesday,2920,Clear,45
AM684,American,CLT,SFO,2024-05-18 03:24,2024-05-18 03:33,2024-05-18 09:04,2024-05-18 09:56,2024-05-29,Wednesday,2217,Snow,9
JE3090,JetBlue,PHL,SFO,2024-05-23 15:15,2024-05-23 15:23,2024-05-23 17:57,2024-05-23 18:43,2024-05-12,Sunday,451,Rain,8
SO3772,Southwest,LAS,SEA,2024-05-23 12:35,2024-05-23 12:40,2024-05-23 16:23,2024-05-23 17:18,2024-05-18,Saturday,2398,Snow,5
AL2073,Alaska,BOS,FLL,2024-05-19 14:55,2024-05-19 17:38,2024-05-19 18:57,2024-05-19 19:50,2024-05-01,Wednesday,2078,Clear,163
FR4339,Frontier,DFW,DEN,2024-05-19 07:30,2024-05-19 09:02,2024-05-19 12:41,2024-05-19 12:53,2024-05-28,Tuesday,2495,Fog,92
FR2281,Frontier,MCO,BOS,2024-05-04 08:39,2024-05-04 09:50,2024-05-04 12:04,2024-05-04 12:10,2024-05-07,Tuesday,1949,Snow,71
UN4987,United,JFK,LAX,2024-05-19 02:30,2024-05-19 03:36,2024-05-19 05:02,2024-05-19 05:11,2024-05-15,Wednesday,1639,Rain,66
DE611,Delta,SEA,DFW,2024-05-06 17:43,2024-05-06 19:10,2024-05-06 20:17,2024-05-06 20:48,2024-05-29,Wednesday,1853,Thunderstorm,87
UN7340,United,DEN,ORD,2024-05-08 16:24,2024-05-08 17:10,2024-05-08 17:41,2024-05-08 17:26,2024-05-02,Thursday,252,Snow,46
AL1946,Alaska,BOS,IAH,2024-05-09 00:27,2024-05-09 00:31,2024-05-09 01:33,2024-05-09 01:57,2024-05-05,Sunday,1218,Snow,4
DE7801,Delta,DTW,ORD,2024-05-30 19:43,2024-05-30 21:15,2024-05-30 22:11,2024-05-30 22:21,2024-05-23,Thursday,2629,Fog,92
JE4818,JetBlue,PHL,ORD,2024-05-20 18:17,2024-05-20 19:55,2024-05-20 19:23,2024-05-20 19:47,2024-05-20,Monday,2258,Thunderstorm,98
SP3373,Spirit,DEN,MSP,2024-05-04 00:35,2024-05-04 03:13,2024-05-04 02:55,2024-05-04 03:27,2024-05-16,Thursday,1571,Snow,158
SP1314,Spirit,DEN,ATL,2024-05-29 18:12,2024-05-29 20:17,2024-05-29 19:55,2024-05-29 20:54,2024-05-14,Tuesday,765,Snow,125
UN7636,United,SFO,IAH,2024-05-30 02:25,2024-05-30 02:51,2024-05-30 04:50,2024-05-30 05:48,2024-05-27,Monday,350,Snow,26
DE3963,Delta,MSP,LAS,2024-05-23 13:19,2024-05-23 15:34,2024-05-23 17:43,2024-05-23 17:39,2024-05-10,Friday,2703,Snow,135
AM9821,American,JFK,SEA,2024-05-24 05:25,2024-05-24 07:19,2024-05-24 06:38,2024-05-24 07:11,2024-05-05,Sunday,2305,Snow,114
FR4620,Frontier,LAX,MSP,2024-05-15 23:20,2024-05-16 01:59,2024-05-16 00:36,2024-05-16 00:43,2024-05-28,Tuesday,1789,Snow,159
UN837,United,LAX,BWI,2024-05-30 20:06,2024-05-30 20:45,2024-05-30 23:38,2024-05-31 00:13,2024-05-11,Saturday,1386,Clear,39
JE1093,JetBlue,ATL,MSP,2024-05-07 13:18,2024-05-07 16:18,2024-05-07 16:40,2024-05-07 17:36,2024-05-08,Wednesday,986,Fog,180
AL4923,Alaska,FLL,SFO,2024-05-26 16:19,2024-05-26 17:24,2024-05-26 20:16,2024-05-26 21:11,2024-05-13,Monday,1051,Fog,65
UN5580,United,DTW,PHX,2024-05-17 17:32,2024-05-17 20:00,2024-05-17 22:34,2024-05-17 23:21,2024-05-13,Monday,2904,Snow,148
AM1161,American,JFK,DTW,2024-05-27 21:25,2024-05-27 21:37,2024-05-28 03:03,2024-05-28 03:49,2024-05-03,Friday,492,Fog,12
AL6588,Alaska,DFW,BWI,2024-05-29 09:52,2024-05-29 12:52,2024-05-29 12:41,2024-05-29 13:36,2024-05-15,Wednesday,880,Thunderstorm,180
DE7019,Delta,DFW,DTW,2024-05-20 23:53,2024-05-21 01:06,2024-05-21 00:56,2024-05-21 01:42,2024-05-03,Friday,2219,Snow,73
AM1585,American,BOS,JFK,2024-05-20 12:46,2024-05-20 12:50,2024-05-20 15:59,2024-05-20 16:32,2024-05-05,Sunday,1148,Thunderstorm,4
JE4506,JetBlue,JFK,ATL,2024-05-15 16:39,2024-05-15 18:17,2024-05-15 17:55,2024-05-15 18:46,2024-05-13,Monday,2886,Snow,98
AL4784,Alaska,CLT,ATL,2024-05-01 10:01,2024-05-01 11:20,2024-05-01 14:20,2024-05-01 14:27,2024-05-07,Tuesday,787,Thunderstorm,79
FR9480,Frontier,ORD,MIA,2024-05-23 19:44,2024-05-23 21:05,2024-05-23 23:01,2024-05-23 23:49,2024-05-09,Thursday,2024,Snow,81
SP2691,Spirit,MCO,JFK,2024-05-17 23:52,2024-05-18 02:50,2024-05-18 01:54,2024-05-18 02:23,2024-05-13,Monday,742,Clear,178
SP7109,Spirit,BOS,MCO,2024-05-18 17:38,2024-05-18 17:52,2024-05-18 20:39,2024-05-18 21:18,2024-05-03,Friday,1718,Thunderstorm,14
SO8430,Southwest,ATL,DFW,2024-05-10 22:01,2024-05-11 00:07,2024-05-11 00:17,2024-05-11 00:42,2024-05-26,Sunday,764,Snow,126
UN7248,United,DTW,CLT,2024-05-23 13:02,2024-05-23 15:48,2024-05-23 16:12,2024-05-23 16:51,2024-05-23,Thursday,2941,Snow,166
UN1249,United,BOS,CLT,2024-05-14 14:50,2024-05-14 14:57,2024-05-14 18:40,2024-05-14 19:04,2024-05-07,Tuesday,2347,Fog,7
JE1224,JetBlue,ATL,IAH,2024-05-24 17:04,2024-05-24 19:43,2024-05-24 19:25,2024-05-24 20:23,2024-05-24,Friday,892,Clear,159
UN5102,United,FLL,PHL,2024-05-03 04:01,2024-05-03 05:30,2024-05-03 08:50,2024-05-03 08:49,2024-05-16,Thursday,1815,Clear,89
UN7288,United,CLT,PHX,2024-05-28 03:38,2024-05-28 06:09,2024-05-28 05:48,2024-05-28 06:15,2024-05-04,Saturday,1302,Rain,151
AL6551,Alaska,DFW,PHL,2024-05-04 13:42,2024-05-04 15:45,2024-05-04 17:22,2024-05-04 18:14,2024-05-15,Wednesday,645,Thunderstorm,123
JE9111,JetBlue,MIA,SFO,2024-05-12 22:09,2024-05-13 01:05,2024-05-13 00:42,2024-05-13 01:03,2024-05-03,Friday,2091,Clear,176
AL1566,Alaska,IAH,DTW,2024-05-04 21:58,2024-05-05 00:27,2024-05-05 00:28,2024-05-05 00:21,2024-05-01,Wednesday,540,Thunderstorm,149
UN2531,United,ATL,MCO,2024-05-05 20:31,2024-05-05 22:00,2024-05-06 02:07,2024-05-06 02:37,2024-05-23,Thursday,2567,Rain,89
UN6329,United,MIA,MSP,2024-05-12 23:43,2024-05-13 00:47,2024-05-13 00:51,2024-05-13 01:49,2024-05-03,Friday,795,Clear,64
AL8814,Alaska,ORD,FLL,2024-05-02 19:43,2024-05-02 21:50,2024-05-03 00:43,2024-05-03 01:26,2024-05-18,Saturday,2445,Fog,127
AM5982,American,MCO,ORD,2024-05-25 10:20,2024-05-25 13:11,2024-05-25 11:48,2024-05-25 11:52,2024-05-15,Wednesday,385,Fog,171
UN8771,United,BOS,CLT,2024-05-06 14:19,2024-05-06 14:26,2024-05-06 19:07,2024-05-06 19:58,2024-05-20,Monday,270,Clear,7
SP1541,Spirit,DFW,MCO,2024-05-22 03:06,2024-05-22 05:33,2024-05-22 07:18,2024-05-22 07:20,2024-05-23,Thursday,898,Thunderstorm,147
DE7552,Delta,MSP,BWI,2024-05-21 20:29,2024-05-21 21:40,2024-05-21 22:36,2024-05-21 23:01,2024-05-27,Monday,2932,Clear,71
DE5489,Delta,LAX,FLL,2024-05-20 21:08,2024-05-20 22:57,2024-05-20 22:54,2024-05-20 23:25,2024-05-21,Tuesday,2211,Clear,109
JE6126,JetBlue,BWI,DFW,2024-05-13 16:29,2024-05-13 19:24,2024-05-13 17:43,2024-05-13 17:31,2024-05-13,Monday,2076,Rain,175
JE3448,JetBlue,SEA,DEN,2024-05-19 02:26,2024-05-19 03:44,2024-05-19 03:41,2024-05-19 03:44,2024-05-17,Friday,2104,Rain,78
SP4804,Spirit,ORD,LAX,2024-05-02 15:08,2024-05-02 16:28,2024-05-02 19:06,2024-05-02 20:03,2024-05-06,Monday,1164,Fog,80
AM4710,American,DFW,DEN,2024-05-14 13:02,2024-05-14 14:51,2024-05-14 15:23,2024-05-14 15:37,2024-05-16,Thursday,2368,Snow,109
SO270,Southwest,DTW,MSP,2024-05-12 21:37,2024-05-12 23:54,2024-05-12 23:55,2024-05-12 23:57,2024-05-14,Tuesday,2404,Fog,137
JE6884,JetBlue,ATL,DFW,2024-05-03 17:25,2024-05-03 19:06,2024-05-03 22:43,2024-05-03 23:39,2024-05-10,Friday,623,Thunderstorm,101
FR8235,Frontier,MCO,PHX,2024-05-12 16:35,2024-05-12 16:39,2024-05-12 17:42,2024-05-12 17:48,2024-05-25,Saturday,684,Snow,4
SP7151,Spirit,MSP,DTW,2024-05-22 17:49,2024-05-22 18:01,2024-05-22 22:13,2024-05-22 22:32,2024-05-07,Tuesday,2404,Fog,12
AM7760,American,ORD,IAH,2024-05-21 02:53,2024-05-21 05:27,2024-05-21 08:36,2024-05-21 09:12,2024-05-27,Monday,2256,Clear,154
JE4319,JetBlue,PHL,MCO,2024-05-14 19:09,2024-05-14 21:19,2024-05-15 01:05,2024-05-15 02:03,2024-05-23,Thursday,420,Snow,130
DE9412,Delta,BOS,LAS,2024-05-05 00:46,2024-05-05 02:00,2024-05-05 05:23,2024-05-05 05:48,2024-05-27,Monday,1091,Rain,74
SO6572,Southwest,ORD,BWI,2024-05-26 16:21,2024-05-26 17:55,2024-05-26 19:06,2024-05-26 20:02,2024-05-18,Saturday,2757,Snow,94
JE5701,JetBlue,CLT,SFO,2024-05-20 14:03,2024-05-20 15:45,2024-05-20 17:10,2024-05-20 17:41,2024-05-27,Monday,748,Thunderstorm,102
AL9568,Alaska,MSP,SEA,2024-05-24 06:52,2024-05-24 07:11,2024-05-24 11:06,2024-05-24 11:05,2024-05-19,Sunday,1627,Clear,19
AM3045,American,JFK,DTW,2024-05-05 15:50,2024-05-05 18:11,2024-05-05 21:42,2024-05-05 21:29,2024-05-28,Tuesday,1209,Thunderstorm,141
SP7190,Spirit,DFW,MIA,2024-05-27 17:30,2024-05-27 18:43,2024-05-27 19:15,2024-05-27 19:58,2024-05-19,Sunday,1808,Rain,73
SO756,Southwest,MCO,MIA,2024-05-11 02:27,2024-05-11 04:27,2024-05-11 08:17,2024-05-11 08:41,2024-05-25,Saturday,1432,Clear,120
SP4713,Spirit,JFK,DEN,2024-05-07 15:52,2024-05-07 18:13,2024-05-07 17:01,2024-05-07 17:09,2024-05-15,Wednesday,2232,Thunderstorm,141
UN5185,United,ATL,JFK,2024-05-20 13:26,2024-05-20 14:55,2024-05-20 15:39,2024-05-20 15:37,2024-05-28,Tuesday,733,Clear,89
AM546,American,ATL,DTW,2024-05-02 17:18,2024-05-02 17:39,2024-05-02 23:13,2024-05-03 00:03,2024-05-01,Wednesday,419,Clear,21
SO2099,Southwest,PHX,DFW,2024-05-14 07:34,2024-05-14 09:57,2024-05-14 12:56,2024-05-14 13:45,2024-05-23,Thursday,2717,Rain,143
DE3586,Delta,PHX,ORD,2024-05-20 09:23,2024-05-20 10:10,2024-05-20 14:15,2024-05-20 14:29,2024-05-29,Wednesday,366,Rain,47
FR7111,Frontier,MCO,PHL,2024-05-07 14:28,2024-05-07 15:06,2024-05-07 18:26,2024-05-07 18:29,2024-05-03,Friday,2318,Fog,38
SO9633,Southwest,DTW,MCO,2024-05-26 22:11,2024-05-26 23:10,2024-05-27 00:42,2024-05-27 00:34,2024-05-19,Sunday,2112,Rain,59
SP7468,Spirit,DTW,LAX,2024-05-16 15:40,2024-05-16 16:23,2024-05-16 17:58,2024-05-16 18:11,2024-05-08,Wednesday,365,Thunderstorm,43
DE7193,Delta,PHL,DEN,2024-05-01 13:35,2024-05-01 16:19,2024-05-01 15:17,2024-05-01 15:26,2024-05-22,Wednesday,1819,Snow,164
FR7329,Frontier,DTW,BOS,2024-05-13 21:43,2024-05-13 22:57,2024-05-14 00:07,2024-05-14 00:18,2024-05-12,Sunday,2602,Clear,74
DE1132,Delta,IAH,ATL,2024-05-04 13:31,2024-05-04 14:20,2024-05-04 18:25,2024-05-04 18:56,2024-05-27,Monday,946,Thunderstorm,49
UN8653,United,PHL,ATL,2024-05-23 13:58,2024-05-23 16:30,2024-05-23 17:07,2024-05-23 17:06,2024-05-17,Friday,1826,Clear,152
JE5566,JetBlue,BWI,JFK,2024-05-14 00:01,2024-05-14 01:59,2024-05-14 02:38,2024-05-14 03:04,2024-05-17,Friday,2680,Snow,118
SP4551,Spirit,IAH,CLT,2024-05-30 17:44,2024-05-30 18:43,2024-05-30 20:59,2024-05-30 21:43,2024-05-14,Tuesday,814,Rain,59
AM9728,American,CLT,DTW,2024-05-06 16:47,2024-05-06 17:07,2024-05-06 20:33,2024-05-06 20:39,2024-05-07,Tuesday,1407,Fog,20
DE4817,Delta,LAS,DFW,2024-05-13 22:20,2024-05-13 22:59,2024-05-14 03:37,2024-05-14 04:28,2024-05-15,Wednesday,1760,Clear,39
UN122,United,FLL,BOS,2024-05-05 23:28,2024-05-06 01:59,2024-05-06 02:00,2024-05-06 03:00,2024-05-21,Tuesday,1583,Clear,151
AL499,Alaska,DEN,ORD,2024-05-13 07:26,2024-05-13 07:45,2024-05-13 10:13,2024-05-13 10:07,2024-05-07,Tuesday,1864,Rain,19
UN6429,United,PHL,SEA,2024-05-22 21:12,2024-05-22 21:58,2024-05-23 03:12,2024-05-23 03:53,2024-05-17,Friday,1612,Rain,46
AL8602,Alaska,CLT,MCO,2024-05-05 15:01,2024-05-05 16:43,2024-05-05 16:18,2024-05-05 16:15,2024-05-18,Saturday,2206,Snow,102
FR2966,Frontier,LAX,MIA,2024-05-30 04:40,2024-05-30 06:07,2024-05-30 08:12,2024-05-30 08:24,2024-05-11,Saturday,2060,Clear,87
DE5708,Delta,SEA,ATL,2024-05-05 19:00,2024-05-05 19:56,2024-05-05 23:00,2024-05-05 23:11,2024-05-25,Saturday,2780,Fog,56
JE9598,JetBlue,SFO,MCO,2024-05-14 14:29,2024-05-14 17:21,2024-05-14 19:29,2024-05-14 20:03,2024-05-24,Friday,798,Rain,172
SO4098,Southwest,LAS,SFO,2024-05-08 11:30,2024-05-08 12:10,2024-05-08 15:51,2024-05-08 15:49,2024-05-01,Wednesday,1026,Snow,40
UN8949,United,PHL,ORD,2024-05-20 03:45,2024-05-20 05:20,2024-05-20 06:56,2024-05-20 07:06,2024-05-30,Thursday,983,Thunderstorm,95
FR5259,Frontier,JFK,MIA,2024-05-02 13:59,2024-05-02 14:38,2024-05-02 15:37,2024-05-02 15:42,2024-05-13,Monday,2591,Rain,39
UN7017,United,JFK,CLT,2024-05-24 12:32,2024-05-24 14:40,2024-05-24 15:12,2024-05-24 15:07,2024-05-06,Monday,1131,Rain,128
JE966,JetBlue,ORD,IAH,2024-05-17 10:09,2024-05-17 12:21,2024-05-17 14:24,2024-05-17 14:29,2024-05-10,Friday,1266,Thunderstorm,132
AL8130,Alaska,PHX,SFO,2024-05-30 11:01,2024-05-30 13:35,2024-05-30 16:21,2024-05-30 16:59,2024-05-12,Sunday,1577,Snow,154
FR2219,Frontier,DFW,DTW,2024-05-14 04:26,2024-05-14 06:03,2024-05-14 09:45,2024-05-14 09:44,2024-05-13,Monday,1826,Rain,97
AL3480,Alaska,DEN,ORD,2024-05-30 23:04,2024-05-31 00:02,2024-05-31 00:10,2024-05-31 01:06,2024-05-02,Thursday,2036,Thunderstorm,58
JE7415,JetBlue,DEN,ORD,2024-05-15 15:51,2024-05-15 16:51,2024-05-15 20:14,2024-05-15 20:35,2024-05-09,Thursday,1564,Fog,60
FR5911,Frontier,PHL,DTW,2024-05-10 05:39,2024-05-10 05:54,2024-05-10 10:48,2024-05-10 11:45,2024-05-24,Friday,1235,Clear,15
FR661,Frontier,JFK,DTW,2024-05-16 15:47,2024-05-16 16:54,2024-05-16 18:48,2024-05-16 19:47,2024-05-22,Wednesday,1020,Rain,67
FR6792,Frontier,SFO,MIA,2024-05-20 14:45,2024-05-20 15:21,2024-05-20 19:53,2024-05-20 20:50,2024-05-08,Wednesday,2639,Snow,36
SO8747,Southwest,LAS,LAX,2024-05-03 06:36,2024-05-03 06:59,2024-05-03 10:25,2024-05-03 11:24,2024-05-08,Wednesday,1140,Rain,23
JE7004,JetBlue,LAX,BOS,2024-05-07 01:25,2024-05-07 03:32,2024-05-07 04:57,2024-05-07 05:36,2024-05-04,Saturday,2832,Rain,127
AM9156,American,LAX,FLL,2024-05-27 20:39,2024-05-27 21:56,2024-05-28 02:06,2024-05-28 02:52,2024-05-16,Thursday,1655,Thunderstorm,77
JE9356,JetBlue,BOS,LAS,2024-05-20 16:41,2024-05-20 17:17,2024-05-20 20:19,2024-05-20 20:51,2024-05-21,Tuesday,565,Rain,36
JE3805,JetBlue,JFK,ATL,2024-05-20 14:48,2024-05-20 15:57,2024-05-20 19:18,2024-05-20 19:30,2024-05-18,Saturday,1454,Rain,69
AM4704,American,JFK,CLT,2024-05-26 04:40,2024-05-26 05:22,2024-05-26 09:38,2024-05-26 10:02,2024-05-24,Friday,1913,Rain,42
JE3298,JetBlue,BWI,LAS,2024-05-16 20:03,2024-05-16 20:33,2024-05-16 22:48,2024-05-16 23:12,2024-05-05,Sunday,2670,Clear,30
DE3857,Delta,DFW,PHL,2024-05-18 02:28,2024-05-18 04:27,2024-05-18 05:18,2024-05-18 05:05,2024-05-22,Wednesday,1569,Rain,119
DE2345,Delta,IAH,PHX,2024-05-08 15:21,2024-05-08 16:34,2024-05-08 17:46,2024-05-08 17:52,2024-05-28,Tuesday,2820,Clear,73
JE5572,JetBlue,DTW,DEN,2024-05-09 03:21,2024-05-09 06:14,2024-05-09 07:20,2024-05-09 07:23,2024-05-14,Tuesday,2366,Fog,173
JE9184,JetBlue,DTW,SFO,2024-05-29 23:10,2024-05-29 23:26,2024-05-30 01:47,2024-05-30 01:43,2024-05-24,Friday,2131,Fog,16
FR2650,Frontier,BOS,LAX,2024-05-25 09:57,2024-05-25 11:21,2024-05-25 15:25,2024-05-25 16:06,2024-05-30,Thursday,408,Thunderstorm,84
JE2002,JetBlue,BOS,ORD,2024-05-10 19:15,2024-05-10 21:12,2024-05-10 23:49,2024-05-10 23:59,2024-05-30,Thursday,721,Fog,117
JE2921,JetBlue,IAH,PHX,2024-05-18 15:54,2024-05-18 18:21,2024-05-18 17:20,2024-05-18 18:05,2024-05-07,Tuesday,2604,Clear,147
AL1326,Alaska,PHL,SEA,2024-05-05 11:40,2024-05-05 14:00,2024-05-05 15:27,2024-05-05 15:57,2024-05-25,Saturday,1885,Clear,140
DE8102,Delta,DTW,IAH,2024-05-19 02:00,2024-05-19 04:00,2024-05-19 03:06,2024-05-19 03:38,2024-05-18,Saturday,2003,Clear,120
FR3305,Frontier,CLT,ATL,2024-05-21 01:28,2024-05-21 03:38,2024-05-21 03:56,2024-05-21 04:46,2024-05-05,Sunday,2072,Thunderstorm,130
AM371,American,LAX,IAH,2024-05-02 03:12,2024-05-02 05:33,2024-05-02 05:27,2024-05-02 05:51,2024-05-05,Sunday,2662,Thunderstorm,141
AL8592,Alaska,SFO,DEN,2024-05-17 14:29,2024-05-17 16:33,2024-05-17 18:34,2024-05-17 19:30,2024-05-12,Sunday,771,Snow,124
JE1356,JetBlue,DTW,MIA,2024-05-02 10:52,2024-05-02 13:29,2024-05-02 16:30,2024-05-02 16:26,2024-05-18,Saturday,2705,Rain,157
SO6456,Southwest,DEN,DTW,2024-05-30 17:11,2024-05-30 19:38,2024-05-30 22:24,2024-05-30 23:01,2024-05-15,Wednesday,408,Thunderstorm,147
SP860,Spirit,IAH,ATL,2024-05-04 03:02,2024-05-04 05:22,2024-05-04 08:37,2024-05-04 08:50,2024-05-04,Saturday,2769,Rain,140
FR4283,Frontier,LAX,MIA,2024-05-20 15:12,2024-05-20 15:25,2024-05-20 18:17,2024-05-20 18:29,2024-05-21,Tuesday,1907,Thunderstorm,13
UN7814,United,BOS,LAX,2024-05-21 22:58,2024-05-22 00:26,2024-05-22 00:54,2024-05-22 01:34,2024-05-19,Sunday,2898,Rain,88
SO1094,Southwest,ATL,LAS,2024-05-13 21:57,2024-05-13 22:39,2024-05-14 02:25,2024-05-14 02:20,2024-05-14,Tuesday,2861,Snow,42
AL5930,Alaska,DEN,LAS,2024-05-04 06:33,2024-05-04 08:46,2024-05-04 10:53,2024-05-04 11:12,2024-05-19,Sunday,428,Snow,133
AM1701,American,BWI,JFK,2024-05-10 11:33,2024-05-10 14:18,2024-05-10 15:56,2024-05-10 16:15,2024-05-13,Monday,460,Fog,165
JE9554,JetBlue,DTW,BOS,2024-05-23 13:19,2024-05-23 15:47,2024-05-23 18:00,2024-05-23 18:40,2024-05-13,Monday,2697,Thunderstorm,148
JE3717,JetBlue,PHL,PHX,2024-05-20 14:22,2024-05-20 14:55,2024-05-20 18:36,2024-05-20 18:24,2024-05-06,Monday,441,Thunderstorm,33
SO1160,Southwest,DFW,JFK,2024-05-25 22:13,2024-05-26 00:45,2024-05-26 02:54,2024-05-26 03:11,2024-05-12,Sunday,2981,Fog,152
SO3775,Southwest,CLT,JFK,2024-05-18 00:36,2024-05-18 02:48,2024-05-18 06:14,2024-05-18 07:03,2024-05-15,Wednesday,395,Snow,132
